id,numero_de_trajet,debut_trajet,fin_trajet,vitesse_moyenne,duree_trajet_min
10,29,2018-01-25T08:35:00.000Z,2018-01-25T08:35:00.000Z,0.8656005851193658,1.0
10,30,2018-01-25T17:32:00.000Z,2018-01-25T17:32:00.000Z,0.7674066326248462,1.0
10,31,2018-01-26T08:35:00.000Z,2018-01-26T08:35:00.000Z,0.7674066326248462,1.0
10,32,2018-01-26T17:32:00.000Z,2018-01-26T17:36:00.000Z,0.4062740996249186,5.0
10,33,2018-01-29T08:35:00.000Z,2018-01-29T08:35:00.000Z,0.7674066326248462,1.0
10,34,2018-01-29T17:32:00.000Z,2018-01-29T17:32:00.000Z,0.7674066326248462,1.0
10,35,2018-01-30T08:35:00.000Z,2018-01-30T08:35:00.000Z,0.7674066326248462,1.0
10,36,2018-01-30T17:32:00.000Z,2018-01-30T17:32:00.000Z,0.7674066326248462,1.0
11,1,2018-01-01T07:48:00.000Z,2018-01-01T07:52:00.000Z,0.5358036993101808,5.0
11,2,2018-01-01T14:01:00.000Z,2018-01-01T14:05:00.000Z,0.5358036993101808,5.0
11,3,2018-01-02T08:00:00.000Z,2018-01-02T08:06:00.000Z,0.5983042318985744,7.0
11,4,2018-01-02T14:01:00.000Z,2018-01-02T14:05:00.000Z,0.5358036993101808,5.0
11,5,2018-01-03T07:48:00.000Z,2018-01-03T07:52:00.000Z,0.5358036993101808,5.0
11,6,2018-01-03T14:01:00.000Z,2018-01-03T14:05:00.000Z,0.5358036993101808,5.0
11,7,2018-01-04T07:48:00.000Z,2018-01-04T07:52:00.000Z,0.5358036993101808,5.0
11,8,2018-01-04T14:01:00.000Z,2018-01-04T14:05:00.000Z,0.5358036993101808,5.0
11,9,2018-01-05T07:48:00.000Z,2018-01-05T07:52:00.000Z,0.5358036993101808,5.0
11,10,2018-01-05T14:01:00.000Z,2018-01-05T14:05:00.000Z,0.5367888219981567,5.0
11,11,2018-01-08T07:48:00.000Z,2018-01-08T07:52:00.000Z,0.5617901572492385,5.0
11,12,2018-01-08T14:01:00.000Z,2018-01-08T14:05:00.000Z,0.5358036993101808,5.0
11,13,2018-01-09T07:48:00.000Z,2018-01-09T07:52:00.000Z,0.5358036993101808,5.0
11,14,2018-01-09T14:01:00.000Z,2018-01-09T14:04:00.000Z,0.5936908564561642,4.0
11,15,2018-01-10T07:48:00.000Z,2018-01-10T07:55:00.000Z,0.25214291732243804,8.0
11,16,2018-01-10T14:01:00.000Z,2018-01-10T14:05:00.000Z,0.5358036993101808,5.0
11,17,2018-01-11T07:48:00.000Z,2018-01-11T07:52:00.000Z,0.5358036993101808,5.0
11,18,2018-01-11T14:01:00.000Z,2018-01-11T14:04:00.000Z,0.574620077110126,4.0
11,19,2018-01-12T07:48:00.000Z,2018-01-12T07:51:00.000Z,0.574620077110126,4.0
11,20,2018-01-12T14:01:00.000Z,2018-01-12T14:05:00.000Z,0.5358036993101808,5.0
11,21,2018-01-15T07:48:00.000Z,2018-01-15T07:56:00.000Z,0.5379642093566558,9.0
11,22,2018-01-15T14:01:00.000Z,2018-01-15T14:05:00.000Z,0.5358036993101808,5.0
11,23,2018-01-16T07:48:00.000Z,2018-01-16T07:56:00.000Z,0.5379642093566558,9.0
11,24,2018-01-16T14:01:00.000Z,2018-01-16T14:05:00.000Z,0.5358036993101808,5.0
11,25,2018-01-17T07:48:00.000Z,2018-01-17T07:52:00.000Z,0.5358036993101808,5.0
11,26,2018-01-17T14:01:00.000Z,2018-01-17T14:05:00.000Z,0.5358036993101808,5.0
11,27,2018-01-18T07:54:00.000Z,2018-01-18T07:59:00.000Z,0.5154851402947701,6.0
11,28,2018-01-18T14:01:00.000Z,2018-01-18T14:09:00.000Z,0.5140637127815292,9.0
11,29,2018-01-19T07:48:00.000Z,2018-01-19T07:51:00.000Z,0.5946000357739449,4.0
11,30,2018-01-19T14:01:00.000Z,2018-01-19T14:05:00.000Z,0.5358036993101808,5.0
11,31,2018-01-22T08:00:00.000Z,2018-01-22T08:07:00.000Z,0.5358036993101808,8.0
11,32,2018-01-22T14:01:00.000Z,2018-01-22T14:09:00.000Z,0.5358036993101808,9.0
11,33,2018-01-23T07:48:00.000Z,2018-01-23T07:52:00.000Z,0.4936024005296174,5.0
11,34,2018-01-23T14:01:00.000Z,2018-01-23T14:04:00.000Z,0.6054940675160785,4.0
11,35,2018-01-24T07:48:00.000Z,2018-01-24T07:52:00.000Z,0.5358036993101808,5.0
11,36,2018-01-24T14:07:00.000Z,2018-01-24T14:10:00.000Z,0.5358036993101808,4.0
11,37,2018-01-25T07:54:00.000Z,2018-01-25T08:04:00.000Z,0.25214291732243804,11.0
11,38,2018-01-25T14:07:00.000Z,2018-01-25T14:10:00.000Z,0.516933249010283,4.0
11,39,2018-01-26T07:48:00.000Z,2018-01-26T07:52:00.000Z,0.5358036993101808,5.0
11,40,2018-01-26T14:01:00.000Z,2018-01-26T14:05:00.000Z,0.5617901572492385,5.0
11,41,2018-01-29T07:54:00.000Z,2018-01-29T07:59:00.000Z,0.5358036993101808,6.0
11,42,2018-01-29T14:01:00.000Z,2018-01-29T14:05:00.000Z,0.5358036993101808,5.0
11,43,2018-01-30T08:00:00.000Z,2018-01-30T08:07:00.000Z,0.5358036993101808,8.0
11,44,2018-01-30T14:07:00.000Z,2018-01-30T14:10:00.000Z,0.5358036993101808,4.0
11,45,2018-01-31T07:48:00.000Z,2018-01-31T07:56:00.000Z,0.5358036993101808,9.0
11,46,2018-01-31T14:01:00.000Z,2018-01-31T14:05:00.000Z,0.5358036993101808,5.0
12,1,2018-01-01T08:57:00.000Z,2018-01-01T09:18:00.000Z,0.06800000000000005,22.0
12,2,2018-01-01T15:27:00.000Z,2018-01-01T15:48:00.000Z,0.06800000000000005,22.0
12,3,2018-01-03T08:57:00.000Z,2018-01-03T09:18:00.000Z,0.06800000000000005,22.0
12,4,2018-01-03T15:27:00.000Z,2018-01-03T16:04:00.000Z,0.06800000000000005,38.0
12,5,2018-01-05T08:57:00.000Z,2018-01-05T09:18:00.000Z,0.06800000000000005,22.0
12,6,2018-01-05T15:27:00.000Z,2018-01-05T15:48:00.000Z,0.06800000000000005,22.0
12,7,2018-01-07T09:29:00.000Z,2018-01-07T09:44:00.000Z,0.06800000000000003,16.0
12,8,2018-01-07T15:27:00.000Z,2018-01-07T15:48:00.000Z,0.06827419497728264,22.0
12,9,2018-01-08T08:57:00.000Z,2018-01-08T09:18:00.000Z,0.06800000000000005,22.0
12,10,2018-01-08T15:27:00.000Z,2018-01-08T16:04:00.000Z,0.06800000000000005,38.0
12,11,2018-01-10T08:57:00.000Z,2018-01-10T09:16:00.000Z,0.0748036298621953,20.0
12,12,2018-01-10T15:27:00.000Z,2018-01-10T15:48:00.000Z,0.06800000000000005,22.0
12,13,2018-01-12T08:57:00.000Z,2018-01-12T09:34:00.000Z,0.06800000000000005,38.0
12,14,2018-01-12T16:00:00.000Z,2018-01-12T17:01:00.000Z,0.0730713291394936,62.0
12,15,2018-01-14T10:02:00.000Z,2018-01-14T11:16:00.000Z,0.03200000000000002,75.0
12,16,2018-01-14T16:00:00.000Z,2018-01-14T16:33:00.000Z,0.06800000000000005,34.0
12,17,2018-01-15T08:57:00.000Z,2018-01-15T09:34:00.000Z,0.06800000000000005,38.0
12,18,2018-01-15T16:00:00.000Z,2018-01-15T16:58:00.000Z,0.07550078230993937,59.0
12,19,2018-01-17T08:57:00.000Z,2018-01-17T09:34:00.000Z,0.06800000000000005,38.0
12,20,2018-01-17T16:00:00.000Z,2018-01-17T16:49:00.000Z,0.06800000000000005,50.0
12,21,2018-01-19T09:29:00.000Z,2018-01-19T10:00:00.000Z,0.06800000000000005,32.0
12,22,2018-01-19T16:00:00.000Z,2018-01-19T17:05:00.000Z,0.068,66.0
12,23,2018-01-21T09:29:00.000Z,2018-01-21T10:00:00.000Z,0.06800000000000005,32.0
12,24,2018-01-21T16:00:00.000Z,2018-01-21T17:02:00.000Z,0.06984433552774592,63.0
12,25,2018-01-22T09:29:00.000Z,2018-01-22T10:00:00.000Z,0.06800000000000005,32.0
12,26,2018-01-22T16:00:00.000Z,2018-01-22T17:09:00.000Z,0.06427765149845313,70.0
12,27,2018-01-24T09:29:00.000Z,2018-01-24T10:00:00.000Z,0.06800000000000005,32.0
12,28,2018-01-24T16:00:00.000Z,2018-01-24T18:10:00.000Z,0.03200000000000002,131.0
12,29,2018-01-26T09:29:00.000Z,2018-01-26T10:22:00.000Z,0.036000000000000025,54.0
12,30,2018-01-26T16:00:00.000Z,2018-01-26T16:53:00.000Z,0.061449518736433895,54.0
12,31,2018-01-28T09:29:00.000Z,2018-01-28T10:00:00.000Z,0.06800000000000005,32.0
12,32,2018-01-28T16:00:00.000Z,2018-01-28T17:02:00.000Z,0.06955844912397771,63.0
12,33,2018-01-29T09:29:00.000Z,2018-01-29T10:02:00.000Z,0.061452393221478566,34.0
12,34,2018-01-29T16:00:00.000Z,2018-01-29T17:05:00.000Z,0.068,66.0
12,35,2018-01-31T09:29:00.000Z,2018-01-31T10:18:00.000Z,0.040000000000000015,50.0
12,36,2018-01-31T16:00:00.000Z,2018-01-31T16:49:00.000Z,0.06800000000000005,50.0
13,1,2018-01-01T11:01:00.000Z,2018-01-01T11:03:00.000Z,2.365635121924993,3.0
13,2,2018-01-01T20:49:00.000Z,2018-01-01T20:51:00.000Z,2.365635121924993,3.0
13,3,2018-01-02T11:03:00.000Z,2018-01-02T11:04:00.000Z,2.365635121924993,2.0
13,4,2018-01-02T20:49:00.000Z,2018-01-02T20:51:00.000Z,2.365635121924993,3.0
13,5,2018-01-04T11:01:00.000Z,2018-01-04T11:03:00.000Z,2.365635121924993,3.0
13,6,2018-01-04T20:49:00.000Z,2018-01-04T20:51:00.000Z,2.365635121924993,3.0
13,7,2018-01-05T11:01:00.000Z,2018-01-05T11:03:00.000Z,2.365635121924993,3.0
13,8,2018-01-05T20:49:00.000Z,2018-01-05T20:53:00.000Z,1.2523950645485258,5.0
13,9,2018-01-06T11:01:00.000Z,2018-01-06T11:03:00.000Z,2.365635121924993,3.0
13,10,2018-01-06T20:49:00.000Z,2018-01-06T20:51:00.000Z,2.365635121924993,3.0
13,11,2018-01-07T11:01:00.000Z,2018-01-07T11:03:00.000Z,2.365635121924993,3.0
13,12,2018-01-07T20:49:00.000Z,2018-01-07T20:51:00.000Z,2.365635121924993,3.0
13,13,2018-01-08T11:01:00.000Z,2018-01-08T11:03:00.000Z,2.365635121924993,3.0
13,14,2018-01-08T20:49:00.000Z,2018-01-08T20:51:00.000Z,2.302688666381296,3.0
13,15,2018-01-09T11:01:00.000Z,2018-01-09T11:03:00.000Z,2.365635121924993,3.0
13,16,2018-01-09T20:49:00.000Z,2018-01-09T20:51:00.000Z,2.365635121924993,3.0
13,17,2018-01-11T11:01:00.000Z,2018-01-11T11:03:00.000Z,2.7308903039539785,3.0
13,18,2018-01-11T20:49:00.000Z,2018-01-11T20:51:00.000Z,2.365635121924993,3.0
13,19,2018-01-12T11:01:00.000Z,2018-01-12T11:07:00.000Z,2.3656351219249925,7.0
13,20,2018-01-12T20:49:00.000Z,2018-01-12T20:51:00.000Z,2.6733261343237644,3.0
13,21,2018-01-13T11:01:00.000Z,2018-01-13T11:03:00.000Z,2.365635121924993,3.0
13,22,2018-01-13T20:49:00.000Z,2018-01-13T20:53:00.000Z,2.365635121924993,5.0
13,23,2018-01-14T11:01:00.000Z,2018-01-14T11:03:00.000Z,2.365635121924993,3.0
13,24,2018-01-14T20:49:00.000Z,2018-01-14T20:51:00.000Z,2.365635121924993,3.0
13,25,2018-01-15T11:03:00.000Z,2018-01-15T11:04:00.000Z,2.365635121924993,2.0
13,26,2018-01-15T20:49:00.000Z,2018-01-15T20:51:00.000Z,2.365635121924993,3.0
13,27,2018-01-16T11:01:00.000Z,2018-01-16T11:03:00.000Z,2.365635121924993,3.0
13,28,2018-01-16T20:49:00.000Z,2018-01-16T20:51:00.000Z,2.365635121924993,3.0
13,29,2018-01-18T11:01:00.000Z,2018-01-18T11:03:00.000Z,2.365635121924993,3.0
13,30,2018-01-18T20:49:00.000Z,2018-01-18T20:51:00.000Z,2.365635121924993,3.0
13,31,2018-01-19T11:01:00.000Z,2018-01-19T11:03:00.000Z,2.365635121924993,3.0
13,32,2018-01-19T20:49:00.000Z,2018-01-19T20:51:00.000Z,2.365635121924993,3.0
13,33,2018-01-20T11:01:00.000Z,2018-01-20T11:03:00.000Z,2.365635121924993,3.0
13,34,2018-01-20T20:49:00.000Z,2018-01-20T20:51:00.000Z,2.365635121924993,3.0
13,35,2018-01-21T11:01:00.000Z,2018-01-21T11:03:00.000Z,2.365635121924993,3.0
13,36,2018-01-21T20:49:00.000Z,2018-01-21T20:51:00.000Z,2.365635121924993,3.0
13,37,2018-01-22T11:01:00.000Z,2018-01-22T11:03:00.000Z,2.365635121924993,3.0
13,38,2018-01-22T20:49:00.000Z,2018-01-22T20:51:00.000Z,2.420928813092122,3.0
13,39,2018-01-23T11:01:00.000Z,2018-01-23T11:03:00.000Z,2.365635121924993,3.0
13,40,2018-01-23T20:57:00.000Z,2018-01-23T20:57:00.000Z,2.365635121924993,1.0
13,41,2018-01-25T11:01:00.000Z,2018-01-25T11:07:00.000Z,2.3656351219249925,7.0
13,42,2018-01-25T20:49:00.000Z,2018-01-25T20:51:00.000Z,2.365635121924993,3.0
13,43,2018-01-26T11:01:00.000Z,2018-01-26T11:03:00.000Z,2.365635121924993,3.0
13,44,2018-01-26T20:49:00.000Z,2018-01-26T20:53:00.000Z,2.540806019132302,5.0
13,45,2018-01-27T11:01:00.000Z,2018-01-27T11:03:00.000Z,2.365635121924993,3.0
13,46,2018-01-27T20:49:00.000Z,2018-01-27T20:51:00.000Z,2.365635121924993,3.0
13,47,2018-01-28T11:03:00.000Z,2018-01-28T11:04:00.000Z,2.365635121924993,2.0
13,48,2018-01-28T20:49:00.000Z,2018-01-28T20:51:00.000Z,2.365635121924993,3.0
13,49,2018-01-29T11:01:00.000Z,2018-01-29T11:03:00.000Z,2.365635121924993,3.0
13,50,2018-01-29T20:49:00.000Z,2018-01-29T20:52:00.000Z,2.052268942398523,4.0
13,51,2018-01-30T11:01:00.000Z,2018-01-30T11:03:00.000Z,2.365635121924993,3.0
13,52,2018-01-30T20:49:00.000Z,2018-01-30T20:51:00.000Z,2.365635121924993,3.0
14,1,2018-01-01T07:48:00.000Z,2018-01-01T07:59:00.000Z,0.7933799466891166,12.0
14,2,2018-01-01T17:00:00.000Z,2018-01-01T17:07:00.000Z,0.7915701763475872,8.0
14,3,2018-01-02T07:48:00.000Z,2018-01-02T07:59:00.000Z,0.7933799466891166,12.0
14,4,2018-01-02T17:00:00.000Z,2018-01-02T17:07:00.000Z,0.7933799466891167,8.0
14,5,2018-01-03T07:48:00.000Z,2018-01-03T07:59:00.000Z,0.7933799466891166,12.0
14,6,2018-01-03T17:00:00.000Z,2018-01-03T17:07:00.000Z,0.7933799466891167,8.0
14,7,2018-01-04T07:48:00.000Z,2018-01-04T07:59:00.000Z,0.7933799466891166,12.0
14,8,2018-01-04T17:00:00.000Z,2018-01-04T17:07:00.000Z,0.7933799466891167,8.0
14,9,2018-01-05T07:48:00.000Z,2018-01-05T07:59:00.000Z,0.7933799466891166,12.0
14,10,2018-01-05T17:00:00.000Z,2018-01-05T17:07:00.000Z,0.8246693808608646,8.0
14,11,2018-01-08T07:48:00.000Z,2018-01-08T07:59:00.000Z,0.7794007433182609,12.0
14,12,2018-01-08T17:00:00.000Z,2018-01-08T17:07:00.000Z,0.7933799466891167,8.0
14,13,2018-01-09T07:48:00.000Z,2018-01-09T07:59:00.000Z,0.7933799466891166,12.0
14,14,2018-01-09T17:00:00.000Z,2018-01-09T17:09:00.000Z,0.7933799466891166,10.0
14,15,2018-01-10T07:48:00.000Z,2018-01-10T07:59:00.000Z,0.7933799466891166,12.0
14,16,2018-01-10T17:00:00.000Z,2018-01-10T17:07:00.000Z,0.7933799466891167,8.0
14,17,2018-01-11T07:48:00.000Z,2018-01-11T07:59:00.000Z,0.7933799466891166,12.0
14,18,2018-01-11T17:00:00.000Z,2018-01-11T17:12:00.000Z,0.4666940862877158,13.0
14,19,2018-01-12T07:48:00.000Z,2018-01-12T07:59:00.000Z,0.7933799466891166,12.0
14,20,2018-01-12T17:00:00.000Z,2018-01-12T17:07:00.000Z,0.8119241868146707,8.0
14,21,2018-01-15T07:48:00.000Z,2018-01-15T07:59:00.000Z,0.7933799466891166,12.0
14,22,2018-01-15T17:00:00.000Z,2018-01-15T17:07:00.000Z,0.7933799466891167,8.0
14,23,2018-01-16T07:48:00.000Z,2018-01-16T07:59:00.000Z,0.7933799466891166,12.0
14,24,2018-01-16T17:00:00.000Z,2018-01-17T08:30:00.000Z,0.7933799466891263,931.0
14,25,2018-01-17T08:48:00.000Z,2018-01-17T08:59:00.000Z,0.7933799466891166,12.0
14,26,2018-01-17T17:00:00.000Z,2018-01-17T17:37:00.000Z,0.7933799466891172,38.0
14,27,2018-01-18T07:48:00.000Z,2018-01-18T07:59:00.000Z,0.8119241868146707,12.0
14,28,2018-01-18T17:00:00.000Z,2018-01-18T17:37:00.000Z,0.7933799466891172,38.0
14,29,2018-01-19T08:52:00.000Z,2018-01-19T09:02:00.000Z,0.877050749225069,11.0
14,30,2018-01-19T17:00:00.000Z,2018-01-19T17:07:00.000Z,0.7933799466891167,8.0
14,31,2018-01-22T13:01:00.000Z,2018-01-22T13:12:00.000Z,0.7933799466891166,12.0
14,32,2018-01-22T17:00:00.000Z,2018-01-22T17:07:00.000Z,0.7933799466891167,8.0
14,33,2018-01-23T09:01:00.000Z,2018-01-23T09:12:00.000Z,0.7933799466891166,12.0
14,34,2018-01-23T17:00:00.000Z,2018-01-23T17:07:00.000Z,0.7933799466891167,8.0
14,35,2018-01-24T08:35:00.000Z,2018-01-24T08:46:00.000Z,0.7933799466891166,12.0
14,36,2018-01-24T17:00:00.000Z,2018-01-24T17:07:00.000Z,0.7933799466891167,8.0
14,37,2018-01-25T09:01:00.000Z,2018-01-25T09:12:00.000Z,0.7933799466891166,12.0
14,38,2018-01-25T17:00:00.000Z,2018-01-25T17:07:00.000Z,0.7933799466891167,8.0
14,39,2018-01-26T09:01:00.000Z,2018-01-26T09:12:00.000Z,0.7933799466891166,12.0
14,40,2018-01-26T17:00:00.000Z,2018-01-26T17:07:00.000Z,0.8965724791093377,8.0
14,41,2018-01-29T12:25:00.000Z,2018-01-29T12:36:00.000Z,0.7933799466891166,12.0
14,42,2018-01-29T17:00:00.000Z,2018-01-29T17:07:00.000Z,0.7933799466891167,8.0
14,43,2018-01-30T09:46:00.000Z,2018-01-30T09:57:00.000Z,0.7933799466891166,12.0
14,44,2018-01-30T17:00:00.000Z,2018-01-30T22:29:00.000Z,0.7933799466891219,330.0
14,45,2018-01-31T11:14:00.000Z,2018-01-31T11:30:00.000Z,0.5101615331382021,17.0
14,46,2018-01-31T17:00:00.000Z,2018-01-31T17:35:00.000Z,0.7933799466891172,36.0
15,1,2018-01-01T10:19:00.000Z,2018-01-01T10:52:00.000Z,0.06800000000000005,34.0
15,2,2018-01-01T20:02:00.000Z,2018-01-01T20:30:00.000Z,0.07303527399458125,29.0
15,3,2018-01-02T09:47:00.000Z,2018-01-02T10:16:00.000Z,0.06800000000000005,30.0
15,4,2018-01-02T20:34:00.000Z,2018-01-02T21:03:00.000Z,0.07670097870641097,30.0
15,5,2018-01-03T09:47:00.000Z,2018-01-03T10:15:00.000Z,0.07303527399458125,29.0
15,6,2018-01-03T20:02:00.000Z,2018-01-03T20:30:00.000Z,0.07303527399458125,29.0
15,7,2018-01-04T09:47:00.000Z,2018-01-04T10:13:00.000Z,0.07670097870641099,27.0
15,8,2018-01-04T20:02:00.000Z,2018-01-04T20:31:00.000Z,0.06800000000000005,30.0
15,9,2018-01-05T11:24:00.000Z,2018-01-05T13:15:00.000Z,0.03200000000000002,112.0
15,10,2018-01-05T20:02:00.000Z,2018-01-05T20:31:00.000Z,0.06800000000000005,30.0
15,11,2018-01-08T09:47:00.000Z,2018-01-08T10:16:00.000Z,0.06800000000000005,30.0
15,12,2018-01-08T20:02:00.000Z,2018-01-08T20:45:00.000Z,0.07307132913949356,44.0
15,13,2018-01-09T09:47:00.000Z,2018-01-09T10:16:00.000Z,0.06800000000000005,30.0
15,14,2018-01-09T20:02:00.000Z,2018-01-09T20:31:00.000Z,0.06800000000000005,30.0
15,15,2018-01-10T09:47:00.000Z,2018-01-10T10:16:00.000Z,0.06800000000000005,30.0
15,16,2018-01-10T20:02:00.000Z,2018-01-10T20:31:00.000Z,0.06800000000000005,30.0
15,17,2018-01-11T09:47:00.000Z,2018-01-11T10:48:00.000Z,0.06800000000000003,62.0
15,18,2018-01-11T20:02:00.000Z,2018-01-11T20:31:00.000Z,0.06800000000000005,30.0
15,19,2018-01-12T09:47:00.000Z,2018-01-12T10:16:00.000Z,0.06800000000000005,30.0
15,20,2018-01-12T20:02:00.000Z,2018-01-12T20:47:00.000Z,0.06800000000000005,46.0
15,21,2018-01-15T09:47:00.000Z,2018-01-15T10:16:00.000Z,0.06800000000000005,30.0
15,22,2018-01-15T20:02:00.000Z,2018-01-15T20:31:00.000Z,0.06800000000000005,30.0
15,23,2018-01-16T09:47:00.000Z,2018-01-16T10:32:00.000Z,0.06800000000000005,46.0
15,24,2018-01-16T20:02:00.000Z,2018-01-16T20:31:00.000Z,0.06800000000000005,30.0
15,25,2018-01-17T09:47:00.000Z,2018-01-17T10:16:00.000Z,0.06800000000000005,30.0
15,26,2018-01-17T20:02:00.000Z,2018-01-17T20:29:00.000Z,0.07517136171160903,28.0
15,27,2018-01-18T09:47:00.000Z,2018-01-18T10:16:00.000Z,0.06800000000000005,30.0
15,28,2018-01-18T20:02:00.000Z,2018-01-18T20:31:00.000Z,0.06800000000000005,30.0
15,29,2018-01-19T09:47:00.000Z,2018-01-19T10:16:00.000Z,0.06800000000000005,30.0
15,30,2018-01-19T20:02:00.000Z,2018-01-19T20:31:00.000Z,0.06800000000000005,30.0
15,31,2018-01-22T09:47:00.000Z,2018-01-22T10:19:00.000Z,0.06152157284510391,33.0
15,32,2018-01-22T20:02:00.000Z,2018-01-22T20:31:00.000Z,0.06800000000000005,30.0
15,33,2018-01-23T09:47:00.000Z,2018-01-23T10:13:00.000Z,0.07684455453387537,27.0
15,34,2018-01-23T20:02:00.000Z,2018-01-23T20:31:00.000Z,0.06800000000000005,30.0
15,35,2018-01-24T09:47:00.000Z,2018-01-24T10:16:00.000Z,0.06800000000000005,30.0
15,36,2018-01-24T20:02:00.000Z,2018-01-24T20:31:00.000Z,0.06800000000000005,30.0
15,37,2018-01-25T09:47:00.000Z,2018-01-25T10:16:00.000Z,0.06800000000000005,30.0
15,38,2018-01-25T20:02:00.000Z,2018-01-25T20:31:00.000Z,0.06800000000000005,30.0
15,39,2018-01-26T10:19:00.000Z,2018-01-26T10:49:00.000Z,0.07517136171160906,31.0
15,40,2018-01-26T20:02:00.000Z,2018-01-26T20:31:00.000Z,0.06800000000000005,30.0
15,41,2018-01-29T09:47:00.000Z,2018-01-29T10:16:00.000Z,0.06800000000000005,30.0
15,42,2018-01-29T20:02:00.000Z,2018-01-29T20:31:00.000Z,0.06800000000000005,30.0
15,43,2018-01-30T11:24:00.000Z,2018-01-30T12:17:00.000Z,0.06800000000000005,54.0
15,44,2018-01-30T20:02:00.000Z,2018-01-30T20:32:00.000Z,0.0661363139233895,31.0
15,45,2018-01-31T09:47:00.000Z,2018-01-31T10:32:00.000Z,0.06800000000000005,46.0
15,46,2018-01-31T20:02:00.000Z,2018-01-31T20:31:00.000Z,0.06800000000000005,30.0
16,1,2018-01-01T05:16:00.000Z,2018-01-01T05:36:00.000Z,0.04745754814389402,21.0
16,2,2018-01-01T17:49:00.000Z,2018-01-01T18:21:00.000Z,0.04249999999999999,33.0
16,3,2018-01-03T04:29:00.000Z,2018-01-03T05:01:00.000Z,0.04349338306775336,33.0
16,4,2018-01-03T17:49:00.000Z,2018-01-03T18:21:00.000Z,0.04249999999999999,33.0
16,5,2018-01-05T04:29:00.000Z,2018-01-05T05:01:00.000Z,0.04249999999999999,33.0
16,6,2018-01-05T17:49:00.000Z,2018-01-05T18:19:00.000Z,0.045578918750694614,31.0
16,7,2018-01-07T04:29:00.000Z,2018-01-07T04:59:00.000Z,0.045578918750694614,31.0
16,8,2018-01-07T17:49:00.000Z,2018-01-07T18:18:00.000Z,0.04745754814389399,30.0
16,9,2018-01-08T04:29:00.000Z,2018-01-08T04:58:00.000Z,0.04745754814389399,30.0
16,10,2018-01-08T17:49:00.000Z,2018-01-08T18:19:00.000Z,0.04553841355489683,31.0
16,11,2018-01-10T05:16:00.000Z,2018-01-10T06:02:00.000Z,0.020000000000000014,47.0
16,12,2018-01-10T17:49:00.000Z,2018-01-10T18:18:00.000Z,0.04709161476837819,30.0
